Symbol,Name,Date Public,Founded,MarketValue,PQ1EarningsDate,PQ1Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
EQR,Equity Residential, 8/12/1993,1993,"27,381.3",1/29/2020,100%,0.86%,-0.24%,4.36%,5.83%,10/23/2019,91%,-2.62%,-4.98%,0.07%,-2.85%,7/31/2019,159%,0.56%,5.73%,3.02%,-2.22%,5/1/2019,-4%,-2.92%,1.88%,1.63%,-1.00%,1/30/2019,-20%,4.67%,-0.98%,-0.80%,0.97%,10/24/2018,68%,2.04%,-2.80%,8.70%,3.67%
AVB,"AvalonBay Communities, Inc.", 3/11/1994,1978,"27,166.4",2/6/2020,-1%,-0.01%,4.21%,2.49%,-7.61%,10/29/2019,64%,-2.98%,-4.84%,1.52%,-1.75%,8/1/2019,3%,-0.93%,4.09%,0.91%,-5.20%,4/25/2019,5%,-2.93%,1.14%,4.20%,0.66%,2/5/2019,144%,2.42%,-2.15%,1.09%,-0.91%,10/30/2018,20%,6.87%,2.51%,0.61%,2.18%
RSG,"Republic Services, Inc.", 7/01/1998,1996,"27,114.0",2/14/2020,3%,0.56%,2.12%,-9.67%,0.00%,10/31/2019,8%,1.68%,-2.48%,0.21%,-0.39%,7/26/2019,2%,-0.59%,3.06%,-0.49%,-4.46%,4/26/2019,0%,-1.53%,6.19%,2.42%,0.19%,2/8/2019,3%,-0.01%,-2.03%,1.40%,1.00%,10/26/2018,1%,-1.71%,2.18%,5.91%,-1.70%
EBAY,eBay Inc., 9/24/1998,1995,"27,058.8",1/29/2020,7%,4.58%,4.13%,6.15%,10.87%,10/24/2019,4%,0.61%,-4.65%,-0.53%,-1.71%,7/18/2019,9%,-3.06%,4.68%,-0.58%,-0.02%,4/24/2019,7%,-4.43%,-0.94%,-2.62%,1.67%,1/30/2019,5%,9.18%,3.63%,1.11%,-3.04%,10/31/2018,3%,-10.47%,-3.77%,4.45%,2.86%
ORLY,"O'Reilly Automotive, Inc.", 4/23/1993,1957,"26,536.0",2/6/2020,0%,-4.25%,-1.52%,4.82%,-3.74%,10/24/2019,6%,-1.64%,-1.92%,-1.89%,0.96%,7/25/2019,-3%,0.93%,3.61%,0.58%,2.65%,4/25/2019,0%,-2.51%,-1.47%,1.24%,2.45%,2/7/2019,-1%,-1.90%,1.74%,-3.50%,1.61%,10/25/2018,4%,0.62%,5.04%,5.35%,-3.90%
MSI,"Motorola Solutions, Inc.",11/05/1984,1928,"26,431.2",2/7/2020,5%,0.39%,4.25%,6.08%,-6.48%,10/31/2019,4%,-6.21%,-4.80%,1.90%,-5.02%,8/2/2019,6%,-2.61%,3.19%,3.13%,-10.86%,5/3/2019,12%,-1.48%,5.10%,7.44%,2.34%,2/8/2019,4%,0.84%,0.97%,0.56%,-2.20%,11/2/2018,13%,0.99%,0.24%,0.86%,-0.22%
PAYX,"Paychex, Inc.",11/05/1984,1971,"25,646.1",12/18/2019,2%,-2.37%,-0.82%,1.07%,0.45%,10/2/2019,3%,1.75%,-1.91%,-2.04%,-2.95%,6/26/2019,-2%,-3.23%,1.31%,-0.13%,0.94%,3/27/2019,1%,2.45%,-0.72%,1.27%,3.14%,12/19/2018,3%,-0.75%,1.77%,0.01%,1.61%,10/2/2018,2%,-1.51%,-4.05%,-1.68%,3.23%
STZ,"Constellation Brands, Inc. Class A", 7/01/1986,1945,"25,596.6",1/8/2020,17%,-3.43%,-0.31%,2.32%,3.95%,10/3/2019,3%,4.07%,-1.49%,-4.88%,-5.98%,6/28/2019,8%,-1.26%,-1.81%,-0.03%,1.45%,4/4/2019,7%,7.44%,2.85%,4.96%,-0.34%,1/9/2019,15%,-0.41%,7.01%,3.12%,-6.20%,10/4/2018,10%,-2.22%,5.85%,-9.71%,-1.53%
TROW,T. Rowe Price Group, 4/02/1986,1937,"25,334.3",1/29/2020,10%,0.53%,-1.57%,-1.63%,-6.85%,10/24/2019,12%,-2.66%,3.60%,-0.97%,1.74%,7/24/2019,12%,-0.31%,-1.03%,0.06%,3.94%,4/24/2019,22%,1.45%,-4.56%,2.88%,-1.18%,1/30/2019,-12%,-0.62%,7.19%,1.00%,-0.64%,10/25/2018,19%,-2.90%,0.72%,0.90%,-2.64%
CTAS,Cintas Corporation,11/05/1984,1968,"25,271.7",12/18/2019,12%,-1.13%,0.51%,2.48%,1.58%,9/25/2019,8%,2.03%,0.99%,-1.23%,-3.59%,7/17/2019,7%,-1.15%,0.13%,3.12%,0.37%,3/22/2019,7%,-0.77%,2.74%,1.54%,4.88%,12/21/2018,3%,-2.16%,2.54%,1.66%,1.62%,9/26/2018,7%,-1.62%,-2.98%,-5.36%,1.82%
AFL,Aflac Incorporated,11/05/1984,1955,"25,064.3",2/5/2020,-1%,-0.59%,-4.59%,-9.01%,-16.57%,10/25/2019,9%,-1.49%,-0.78%,-0.93%,-2.68%,7/26/2019,6%,-4.83%,1.57%,-6.23%,0.94%,4/26/2019,7%,-1.37%,5.32%,3.29%,2.31%,2/1/2019,8%,-1.53%,0.09%,-1.18%,1.38%,10/25/2018,4%,-3.17%,3.30%,4.51%,-3.53%
JCI,Johnson Controls International plc,11/05/1984,1885,"25,061.2",1/31/2020,5%,-0.87%,1.43%,-0.83%,-13.82%,11/7/2019,2%,1.98%,-0.82%,-1.81%,-3.93%,7/31/2019,10%,-2.19%,2.36%,0.72%,-0.16%,5/1/2019,6%,1.06%,1.70%,1.81%,-0.34%,2/1/2019,-25%,3.20%,2.86%,-0.13%,2.09%,11/8/2018,0%,0.56%,2.99%,-3.43%,-0.61%
AIG,"American International Group, Inc.",11/05/1984,1919,"24,892.5",2/13/2020,3%,4.50%,-5.12%,-23.31%,0.00%,11/1/2019,-44%,-3.39%,-1.53%,-4.16%,-2.06%,8/8/2019,24%,-0.72%,-4.97%,0.10%,4.66%,5/7/2019,49%,1.53%,4.87%,3.49%,-3.72%,2/14/2019,-249%,0.43%,5.36%,1.56%,-2.64%,11/1/2018,-679%,-13.29%,-0.82%,0.35%,-6.03%
O,Realty Income Corporation,10/18/1994,1969,"24,744.2",2/20/2020,11%,-1.10%,5.01%,-7.36%,0.00%,11/5/2019,-8%,-2.20%,-2.16%,-2.23%,-7.71%,8/6/2019,-9%,5.40%,3.00%,4.11%,-3.87%,5/2/2019,7%,0.38%,-0.11%,5.43%,-0.53%,2/21/2019,-6%,-2.68%,0.72%,0.80%,-1.80%,11/1/2018,3%,7.34%,2.61%,1.29%,7.39%
TT,Trane Technologies plc,11/05/1984,1871,"24,660.2",1/29/2020,-2%,-0.11%,5.11%,2.84%,-10.70%,10/29/2019,4%,3.37%,-0.60%,-0.79%,1.70%,7/30/2019,2%,-4.13%,-2.32%,-1.14%,1.31%,4/30/2019,11%,4.01%,2.48%,-0.62%,1.19%,1/31/2019,2%,3.92%,1.81%,0.26%,-0.27%,10/24/2018,2%,-5.36%,5.13%,4.71%,-3.19%
HPQ,HP Inc.,11/05/1984,1939,"24,624.9",2/25/2020,21%,4.65%,-7.50%,-13.19%,0.00%,11/27/2019,4%,1.07%,2.71%,-1.32%,2.95%,8/23/2019,6%,-2.64%,2.05%,-2.58%,-7.57%,5/24/2019,4%,1.06%,-2.94%,2.31%,-1.35%,2/28/2019,1%,0.28%,-1.35%,-3.10%,2.28%,11/30/2018,0%,-5.07%,0.49%,-1.66%,-2.28%
DAL,"Delta Air Lines, Inc.", 4/26/2007,1928,"24,554.0",1/14/2020,21%,-0.88%,-7.56%,1.67%,-7.14%,10/10/2019,2%,-5.40%,-1.13%,4.59%,-4.75%,7/11/2019,3%,3.65%,3.21%,-1.41%,-3.02%,4/2/2019,12%,1.60%,3.56%,-2.17%,-1.41%,1/15/2019,2%,-8.74%,2.32%,-2.49%,-2.99%,10/11/2018,3%,-9.57%,5.10%,1.76%,6.91%
BF.B,Brown-Forman Corporation Class B,11/05/1984,1870,"24,410.7",3/4/2020,-4%,0.96%,-17.67%,0.00%,0.00%,12/5/2019,13%,2.72%,-0.03%,2.39%,2.89%,8/28/2019,5%,7.47%,6.50%,-2.41%,1.12%,6/5/2019,9%,1.19%,-1.89%,2.26%,-2.80%,3/6/2019,5%,6.05%,2.12%,2.28%,-0.60%,12/5/2018,1%,0.89%,-2.27%,3.20%,-2.44%
KR,Kroger Co.,11/05/1984,1883,"24,199.5",3/5/2020,3%,12.34%,-8.25%,0.00%,0.00%,12/5/2019,-4%,3.02%,4.47%,-0.71%,-3.72%,9/12/2019,7%,5.93%,2.17%,-6.26%,2.14%,6/20/2019,2%,-2.41%,-6.85%,0.16%,4.07%,3/7/2019,-8%,-0.69%,-8.57%,-3.49%,7.88%,12/6/2018,12%,-6.71%,2.04%,-2.05%,1.68%
MSCI,MSCI Inc. Class A,11/15/2007,1998,"24,034.6",1/30/2020,4%,6.11%,4.18%,6.37%,5.02%,10/31/2019,5%,-0.53%,4.53%,2.14%,-0.61%,8/1/2019,2%,-5.83%,2.05%,3.27%,-5.44%,5/2/2019,10%,0.97%,3.36%,1.64%,2.09%,1/31/2019,1%,0.86%,0.62%,7.03%,-0.65%,11/1/2018,4%,-0.89%,3.15%,2.62%,-0.84%
SYY,Sysco Corporation,11/05/1984,1969,"23,935.5",2/3/2020,2%,2.15%,-3.69%,-0.01%,-31.28%,11/4/2019,1%,-0.04%,-1.65%,1.54%,0.26%,8/12/2019,4%,2.17%,1.63%,1.12%,3.18%,5/6/2019,13%,-2.04%,5.78%,-6.21%,-0.95%,2/4/2019,3%,-0.56%,-1.61%,-1.06%,-1.81%,11/5/2018,-1%,1.85%,3.83%,-0.26%,3.03%
PSX,Phillips 66, 4/12/2012,#N/A,"23,888.3",1/31/2020,-1%,-7.93%,-7.01%,-7.61%,-27.63%,10/25/2019,20%,1.35%,2.18%,-3.22%,-4.94%,7/26/2019,11%,1.76%,1.60%,-2.92%,2.66%,4/30/2019,18%,-3.14%,-4.18%,-2.99%,-3.03%,2/8/2019,70%,-2.05%,0.69%,-0.25%,-1.05%,10/26/2018,27%,-9.25%,-4.39%,-4.00%,-2.70%
AZO,"AutoZone, Inc.", 4/02/1991,1979,"23,787.0",3/3/2020,5%,7.84%,-1.17%,0.00%,0.00%,12/10/2019,4%,-0.50%,-4.91%,-7.75%,-1.10%,9/24/2019,4%,1.78%,-1.82%,1.19%,1.95%,5/21/2019,6%,-2.09%,4.79%,1.46%,-1.27%,2/26/2019,15%,-1.57%,-0.10%,6.13%,2.12%,12/4/2018,10%,-2.46%,2.00%,-0.48%,-4.53%
VRSK,Verisk Analytics Inc,10/07/2009,1971,"23,745.5",2/19/2020,1%,-0.05%,7.20%,-13.93%,0.00%,10/30/2019,-1%,-5.27%,-7.13%,4.18%,-1.26%,7/31/2019,0%,-0.14%,5.45%,2.61%,-5.76%,5/1/2019,0%,0.99%,2.96%,1.93%,-0.35%,2/20/2019,-3%,2.09%,3.50%,-0.23%,4.52%,10/31/2018,1%,5.09%,1.20%,0.86%,-3.14%
APH,Amphenol Corporation Class A,11/08/1991,1932,"23,728.8",1/22/2020,8%,-1.69%,-2.33%,-2.11%,0.31%,10/23/2019,9%,2.71%,-1.13%,-1.85%,0.34%,7/24/2019,-1%,-0.16%,-0.51%,-1.12%,0.01%,4/24/2019,1%,1.10%,-6.15%,-3.56%,1.78%,1/23/2019,8%,0.57%,4.08%,2.20%,0.92%,10/24/2018,6%,-3.48%,4.09%,-1.99%,-0.97%
YUM,"Yum! Brands, Inc.", 9/17/1997,1997,"23,602.5",2/6/2020,-11%,-0.19%,-0.07%,-2.83%,-12.24%,10/30/2019,-16%,-2.87%,-6.43%,0.23%,-1.33%,8/1/2019,7%,0.78%,2.99%,-2.00%,-7.98%,5/1/2019,1%,1.31%,0.76%,3.30%,3.54%,2/7/2019,-58%,-1.59%,-2.51%,3.02%,0.63%,10/31/2018,24%,0.08%,-1.20%,1.61%,4.76%
VFC,V.F. Corporation,11/05/1984,1899,"23,501.7",1/23/2020,2%,-6.87%,-2.24%,-0.28%,-5.43%,10/25/2019,-4%,0.05%,1.04%,-1.30%,4.08%,7/24/2019,4%,0.78%,-4.04%,-2.44%,4.95%,5/22/2019,3%,-1.15%,-6.21%,1.03%,-1.78%,1/18/2019,19%,-1.89%,1.24%,-0.20%,-1.83%,10/19/2018,7%,-0.26%,11.39%,-4.31%,-1.14%
MCK,McKesson Corporation,11/05/1984,1833,"23,475.6",2/4/2020,9%,-5.59%,9.75%,-1.84%,-12.93%,10/30/2019,0%,6.68%,4.88%,-1.66%,-2.14%,8/1/2019,9%,0.33%,-1.25%,-5.13%,1.13%,5/8/2019,1%,10.79%,-0.91%,-0.85%,1.03%,2/1/2019,6%,0.33%,3.76%,-12.14%,0.01%,10/25/2018,10%,-5.61%,4.81%,-2.46%,1.29%
TEL,TE Connectivity Ltd., 6/14/2007,2000,"23,460.1",1/29/2020,6%,0.51%,-6.52%,-0.53%,-2.14%,10/30/2019,2%,1.17%,2.24%,-2.31%,0.59%,7/24/2019,6%,-3.92%,1.74%,0.65%,2.19%,4/24/2019,11%,2.21%,-3.29%,-2.31%,1.68%,1/23/2019,1%,1.52%,5.66%,-2.35%,-0.76%,10/31/2018,1%,2.14%,1.03%,-1.90%,1.36%
AWK,"American Water Works Company, Inc.", 4/23/2008,1886,"23,217.3",2/19/2020,0%,-1.88%,8.69%,-8.57%,0.00%,10/31/2019,3%,-2.47%,-6.45%,1.16%,-2.47%,8/1/2019,1%,-1.02%,9.85%,-0.86%,-7.38%,5/2/2019,-3%,4.00%,5.40%,5.98%,-0.44%,2/20/2019,1%,1.10%,2.82%,2.07%,-2.36%,11/1/2018,3%,1.92%,4.42%,2.65%,5.44%
WLTW,Willis Towers Watson Public Limited Company, 6/12/2001,1828,"23,174.9",2/6/2020,1%,7.55%,-0.07%,6.61%,-9.85%,10/31/2019,0%,-1.05%,-0.53%,1.99%,0.87%,7/31/2019,2%,-0.31%,2.05%,-0.72%,-3.05%,5/1/2019,-1%,0.60%,2.41%,3.34%,2.42%,2/7/2019,-2%,1.63%,1.78%,0.58%,1.44%,11/2/2018,17%,4.20%,3.57%,-0.60%,2.96%
TWTR,"Twitter, Inc.",11/07/2013,2006,"22,941.0",2/6/2020,-14%,-2.31%,-0.11%,-1.86%,-12.46%,10/24/2019,-14%,-4.65%,-8.13%,1.87%,-0.14%,7/26/2019,763%,2.22%,3.46%,1.05%,3.26%,4/23/2019,141%,-1.54%,-1.20%,-2.48%,-1.80%,2/7/2019,25%,6.76%,-0.38%,-3.59%,8.17%,10/25/2018,51%,7.46%,3.63%,-2.80%,7.11%
IQV,IQVIA Holdings Inc, 5/09/2013,1982,"22,889.3",2/12/2020,1%,-0.65%,-2.24%,-4.22%,5.04%,10/30/2019,2%,0.96%,-3.12%,0.69%,-2.03%,7/24/2019,2%,-2.08%,1.13%,-0.31%,-3.81%,5/1/2019,2%,-2.94%,2.52%,2.75%,-0.14%,2/14/2019,2%,0.57%,-0.63%,-1.59%,1.22%,10/22/2018,2%,3.32%,-3.19%,-3.55%,6.25%
HRL,Hormel Foods Corporation,11/05/1984,1891,"22,801.7",2/20/2020,-1%,-0.95%,6.44%,-3.20%,0.00%,11/26/2019,1%,1.11%,2.78%,-3.28%,-1.74%,8/22/2019,2%,-1.36%,-2.76%,0.72%,3.18%,5/23/2019,2%,1.07%,5.51%,-3.73%,-1.06%,2/21/2019,-1%,0.36%,4.32%,-4.29%,-4.41%,11/20/2018,5%,4.15%,-2.19%,3.62%,-4.30%
KLAC,KLA Corporation,11/05/1984,1997,"22,790.0",2/5/2020,3%,0.67%,-3.55%,3.89%,-7.22%,10/31/2019,13%,6.42%,2.42%,-8.75%,3.55%,8/6/2019,2%,-3.07%,2.69%,5.96%,2.46%,5/7/2019,9%,0.37%,-8.17%,0.75%,2.03%,1/30/2019,11%,6.93%,-0.98%,5.71%,0.58%,10/30/2018,11%,-2.70%,0.38%,4.76%,-2.77%
PCAR,PACCAR Inc,11/05/1984,1905,"22,560.5",1/28/2020,1%,-2.72%,-4.01%,-1.16%,1.94%,10/22/2019,6%,5.42%,1.64%,-1.90%,0.67%,7/23/2019,-2%,-2.49%,-1.27%,-2.55%,0.32%,4/30/2019,10%,-0.12%,-0.52%,0.06%,-0.22%,1/29/2019,8%,1.28%,-1.10%,0.63%,-0.30%,10/23/2018,2%,-6.75%,2.86%,4.02%,-3.50%
SLB,Schlumberger NV,11/05/1984,1926,"22,432.7",1/17/2020,7%,-5.32%,-10.44%,-3.32%,-9.49%,10/18/2019,7%,-3.55%,3.85%,0.83%,2.88%,7/19/2019,1%,-1.81%,-1.80%,-11.27%,-2.13%,4/18/2019,0%,7.71%,-10.78%,-2.69%,-5.10%,1/18/2019,0%,2.35%,-2.35%,-0.06%,-2.07%,10/19/2018,2%,-2.53%,-10.51%,-6.86%,-6.02%
INFO,IHS Markit Ltd., 6/19/2014,1959,"22,375.2",1/14/2020,7%,4.10%,1.18%,-2.39%,0.80%,9/24/2019,7%,-0.55%,3.47%,0.41%,-3.82%,6/26/2019,9%,-1.28%,1.81%,-1.32%,1.66%,3/26/2019,6%,1.13%,0.80%,0.49%,1.73%,1/15/2019,4%,1.03%,-1.48%,0.96%,-1.68%,9/25/2018,5%,-2.27%,-0.29%,1.18%,1.58%
F,Ford Motor Company,11/05/1984,1903,"22,323.2",2/5/2020,-28%,0.35%,-4.60%,-5.83%,-16.47%,10/24/2019,28%,4.64%,0.77%,-2.70%,2.08%,7/25/2019,-6%,1.23%,2.13%,-5.01%,1.37%,4/26/2019,73%,-0.55%,1.52%,-3.45%,-2.29%,1/24/2019,-3%,-2.94%,-5.87%,1.48%,-1.65%,10/25/2018,5%,-2.59%,1.37%,2.66%,-6.99%
FE,FirstEnergy Corp.,11/05/1984,1996,"22,299.0",2/7/2020,11%,1.11%,1.77%,-0.26%,-3.94%,11/4/2019,4%,-2.78%,-4.08%,2.87%,-2.11%,7/24/2019,3%,-1.46%,4.35%,2.83%,0.45%,4/24/2019,-1%,-0.62%,3.03%,3.56%,2.05%,2/20/2019,7%,0.58%,3.24%,-1.84%,-0.50%,10/26/2018,12%,2.60%,-1.17%,2.88%,6.35%
PEG,Public Service Enterprise Group Inc,11/05/1984,1903,"22,296.3",2/26/2020,3%,6.53%,-0.35%,-9.46%,0.00%,10/31/2019,3%,0.42%,-6.33%,-3.67%,-2.24%,7/30/2019,-3%,-3.09%,2.27%,5.12%,-0.54%,5/2/2019,8%,-0.52%,2.56%,2.17%,-1.34%,2/27/2019,3%,-0.82%,0.86%,0.21%,-2.77%,10/30/2018,4%,7.11%,-3.20%,1.34%,5.35%
TDG,TransDigm Group Incorporated, 3/15/2006,2003,"22,265.5",2/4/2020,7%,4.81%,-2.82%,-2.42%,-28.18%,11/19/2019,6%,4.99%,-0.76%,-1.82%,0.95%,8/6/2019,15%,0.00%,1.15%,-0.99%,-3.56%,5/7/2019,5%,0.82%,-1.76%,3.23%,0.65%,2/5/2019,12%,11.07%,2.39%,-1.72%,2.84%,11/6/2018,3%,4.29%,-3.24%,3.42%,1.64%
PPG,"PPG Industries, Inc.",11/05/1984,1883,"22,220.4",1/16/2020,-2%,-4.03%,-3.16%,-4.67%,-3.91%,10/17/2019,4%,0.39%,1.85%,1.65%,-2.24%,7/18/2019,1%,-1.70%,0.20%,-1.77%,-2.31%,4/18/2019,14%,1.39%,-3.24%,-2.20%,0.37%,1/17/2019,5%,-3.48%,-4.18%,0.45%,1.33%,10/18/2018,0%,-5.89%,8.87%,0.50%,1.14%
HLT,Hilton Worldwide Holdings Inc,12/12/2013,2010,"21,815.7",2/11/2020,4%,2.67%,-6.23%,-5.25%,-3.03%,10/23/2019,3%,-3.60%,1.56%,-1.51%,5.29%,7/24/2019,4%,-4.87%,2.46%,-3.46%,0.18%,5/1/2019,7%,-2.74%,3.45%,-2.15%,-0.02%,2/13/2019,14%,-2.46%,3.36%,1.40%,-1.95%,10/24/2018,2%,-3.66%,8.42%,5.14%,0.95%
K,Kellogg Company,11/05/1984,1906,"21,803.5",2/6/2020,6%,-1.74%,3.40%,7.25%,0.74%,10/29/2019,13%,-4.62%,-0.16%,0.73%,0.90%,8/1/2019,9%,4.07%,3.28%,-3.67%,-2.29%,5/2/2019,10%,1.14%,1.23%,-4.11%,2.66%,2/7/2019,5%,-3.49%,-1.74%,-2.15%,2.25%,10/31/2018,1%,7.38%,-4.45%,-0.13%,0.36%
IDXX,"IDEXX Laboratories, Inc.", 6/21/1991,1983,"21,688.3",1/31/2020,15%,-1.49%,1.62%,-0.83%,-2.98%,10/31/2019,9%,-3.97%,-11.75%,-3.78%,-0.43%,8/1/2019,4%,-0.84%,5.23%,3.15%,-11.14%,5/1/2019,11%,1.61%,8.93%,2.18%,3.21%,2/1/2019,8%,4.45%,-0.33%,0.77%,0.04%,11/1/2018,8%,-3.66%,-2.01%,0.63%,-2.44%
RMD,ResMed Inc., 6/02/1995,1989,"21,653.5",1/31/2020,20%,4.39%,6.16%,4.00%,-11.27%,10/25/2019,6%,-4.53%,-2.72%,0.32%,1.86%,7/26/2019,4%,-0.94%,7.01%,2.92%,-2.47%,5/3/2019,6%,8.00%,2.87%,3.93%,-0.30%,1/25/2019,7%,0.24%,0.61%,1.66%,0.13%,10/26/2018,4%,-2.51%,-1.96%,1.64%,10.04%
A,"Agilent Technologies, Inc.",11/18/1999,1999,"21,427.9",2/19/2020,0%,-0.68%,6.36%,-17.96%,0.00%,11/26/2019,4%,2.81%,2.94%,-0.28%,1.65%,8/15/2019,5%,-0.95%,-1.19%,7.28%,-0.05%,5/15/2019,-1%,0.44%,1.01%,1.32%,3.45%,2/21/2019,4%,1.00%,1.95%,0.62%,-2.29%,11/20/2018,10%,-3.44%,4.34%,-0.94%,-0.37%
UDR,"UDR, Inc.",11/05/1984,1972,"21,373.6",2/12/2020,1004%,0.05%,7.20%,4.39%,8.21%,10/30/2019,12%,-0.15%,-6.93%,-1.35%,-3.96%,7/31/2019,45%,0.03%,4.11%,2.36%,-3.71%,5/1/2019,13%,-3.10%,2.58%,1.22%,1.04%,2/13/2019,220%,-1.82%,-1.86%,1.16%,0.54%,10/30/2018,-3%,7.13%,0.50%,0.51%,3.64%
LUV,Southwest Airlines Co.,11/05/1984,1967,"21,354.0",1/23/2020,-10%,-4.16%,3.51%,-1.91%,-8.30%,10/24/2019,14%,-3.42%,0.86%,-3.51%,-2.63%,7/25/2019,2%,4.57%,-5.92%,1.82%,-0.09%,4/25/2019,15%,0.29%,0.18%,-1.28%,-3.11%,1/24/2019,9%,4.73%,3.53%,-10.05%,-1.77%,10/25/2018,1%,-0.12%,1.77%,6.07%,-3.23%
VRSN,"VeriSign, Inc.", 1/30/1998,1995,"21,260.3",2/7/2020,-2%,0.21%,0.67%,3.17%,3.29%,10/25/2019,4%,-2.33%,-5.78%,1.88%,-0.88%,7/26/2019,3%,-1.48%,-0.60%,-1.19%,-4.01%,4/26/2019,5%,-1.19%,-0.80%,1.89%,4.17%,2/8/2019,31%,3.35%,-0.46%,0.94%,1.01%,10/26/2018,3%,-1.59%,10.77%,-0.33%,2.41%
PPL,PPL Corporation,11/05/1984,1994,"21,053.5",2/14/2020,7%,-3.38%,-1.62%,-13.80%,0.00%,11/5/2019,-2%,0.05%,-1.60%,3.10%,1.47%,8/6/2019,4%,0.81%,-0.96%,-0.85%,2.75%,5/2/2019,-3%,-1.30%,-1.44%,3.75%,0.60%,2/14/2019,7%,-2.41%,3.40%,1.17%,-3.47%,11/1/2018,6%,1.88%,-0.41%,-0.67%,5.30%
WELL,"Welltower, Inc.", 8/08/1985,1970,"21,041.8",2/13/2020,21%,-4.08%,-2.58%,-22.37%,0.00%,10/29/2019,222%,-7.66%,-9.90%,1.11%,-4.12%,8/1/2019,-30%,-1.53%,8.93%,-1.20%,-7.56%,4/30/2019,40%,-5.83%,8.38%,3.90%,-0.43%,2/12/2019,-46%,0.01%,-4.61%,3.04%,1.49%,10/30/2018,-66%,10.43%,-1.47%,1.62%,4.69%
PRU,"Prudential Financial, Inc.",12/13/2001,1875,"21,009.2",2/5/2020,16%,-1.38%,-3.17%,-12.71%,-26.76%,11/5/2019,5%,1.52%,-0.06%,-2.74%,2.36%,8/1/2019,-3%,1.30%,-8.62%,-3.49%,10.03%,5/2/2019,-5%,-0.02%,-1.19%,-2.75%,2.33%,2/7/2019,-12%,-0.49%,0.75%,-0.12%,-5.33%,11/8/2018,0%,4.95%,-1.38%,-7.42%,3.49%
CLX,Clorox Company,11/05/1984,1913,"20,988.0",2/4/2020,11%,1.18%,-2.07%,12.19%,-2.75%,10/3/2019,2%,0.19%,-1.43%,-2.50%,-3.01%,8/1/2019,3%,2.00%,5.26%,-2.60%,-3.10%,5/1/2019,-1%,2.02%,2.42%,3.01%,0.46%,2/4/2019,7%,-4.09%,-3.66%,0.06%,-1.14%,10/31/2018,2%,7.28%,8.06%,2.27%,4.01%
STT,State Street Corporation,11/05/1984,1969,"20,856.6",1/17/2020,17%,-1.39%,-5.48%,-2.85%,-3.51%,10/18/2019,8%,3.98%,4.24%,5.21%,3.96%,7/19/2019,4%,-0.33%,-5.83%,-8.52%,0.96%,4/23/2019,4%,1.35%,-1.11%,-7.55%,-5.59%,1/18/2019,1%,7.20%,-2.34%,-1.79%,-0.20%,10/19/2018,-1%,-3.79%,-2.43%,1.71%,0.06%
BLL,Ball Corporation,11/05/1984,1880,"20,797.4",2/6/2020,5%,6.19%,-1.31%,9.75%,-16.06%,10/31/2019,-2%,-0.02%,-8.10%,-1.05%,-5.08%,8/1/2019,1%,4.44%,7.82%,0.33%,-12.48%,5/2/2019,-3%,1.36%,5.48%,2.43%,1.47%,1/31/2019,0%,1.04%,3.46%,-1.73%,3.83%,11/1/2018,-4%,0.47%,5.98%,-3.48%,2.35%
CMI,Cummins Inc.,11/05/1984,1919,"20,563.0",2/4/2020,6%,-3.92%,1.43%,0.74%,-12.53%,10/29/2019,0%,7.45%,2.03%,-1.13%,-1.69%,7/30/2019,-3%,1.43%,-5.82%,-3.53%,11.23%,4/30/2019,18%,-2.44%,0.29%,0.04%,-0.37%,2/6/2019,-9%,-1.41%,1.44%,1.01%,-0.73%,10/30/2018,8%,-6.21%,5.91%,1.88%,-6.13%
ETR,Entergy Corporation,11/05/1984,1913,"20,557.9",2/19/2020,4%,-1.93%,3.98%,-19.81%,0.00%,10/30/2019,10%,1.57%,-4.95%,-2.57%,-0.52%,7/31/2019,-3%,-1.27%,5.86%,3.21%,-2.89%,5/1/2019,-5%,0.55%,2.73%,1.98%,1.27%,2/20/2019,80%,-1.20%,1.32%,0.09%,-1.22%,10/31/2018,29%,4.77%,1.99%,-0.95%,9.48%
VLO,Valero Energy Corporation,11/05/1984,1980,"20,425.9",1/30/2020,32%,-9.12%,-7.95%,-8.74%,-15.59%,10/24/2019,10%,7.36%,2.03%,-3.63%,-6.36%,7/25/2019,10%,2.37%,-3.49%,-1.27%,-1.03%,4/25/2019,47%,1.37%,-8.16%,-6.17%,-2.85%,1/31/2019,88%,2.95%,-6.44%,-3.06%,2.32%,10/25/2018,3%,-17.12%,-2.35%,-7.01%,-5.05%
